imsi_prefix,date,Incoming data,Outgoing data,cdrs
28001-Cyprus Telecommunications Author-CYPCT,12-05-2018,550,153,214
28010-Scancom (Cyprus)-CYPSC,12-05-2018,30844,4602,2610
28020-CYPRUS Primtel-CYPPT,12-05-2018,77,9,21
28310-Orange-ARMOR,12-05-2018,5,2,9
28401-MobiTel AD Bulgaria-BGR01,12-05-2018,3166,342,407
28403-Bulgarian Telecom -  Bulgaria-BGRVA,12-05-2018,52330,6696,3892
28405-Globul - Cosmo Bulgaria -BGRCM,12-05-2018,346022,44371,21458
28601-Turkcell-TURTC,12-05-2018,219136,39185,10397
28603-IS TIM-TURIS,12-05-2018,9683,3619,1516
28604-Aycell - Turkey-TURAC,12-05-2018,0,0,2
29001-Tele Greenland -GRLTG,12-05-2018,35,8,20
29340-SI-Mobil-SVNSM,12-05-2018,2081,125,218
29341-Mobitel Slovenia-SVNMT,12-05-2018,12898,1381,614
29364-T-2 d.o.o. Slovenia-SVNFT,12-05-2018,762,64,101
29401-Makedonski Telekomunikacii-MKDMM,12-05-2018,1,1,13
29502-VIAG Europlatform-LIEK9,12-05-2018,1292,27,13
29502-VIAG Europlatform-LIEVE,12-05-2018,1292,27,13
29505-Mobilkom-LIEMK,12-05-2018,1554,1260,2761
29702-T-Mobile Montenegro-MNETM,12-05-2018,0,0,42
30222-Telus Canada-CANTS,12-05-2018,53595,14074,8911
30237-Microcell (Fido)-CANMC,12-05-2018,3238,1275,1697
30261-Bell Mobility-CANBM,12-05-2018,36916,13315,7573
30272-Rogers Wireless -CANRW,12-05-2018,24772,6098,7981
31017-Cingular (Pacific Bell Services)-USAPB,12-05-2018,1661,3792,13426
31026-T-Mobile- USAW6-USAW6,12-05-2018,698382,289008,174546
31041-Cingular (Genesis)-USACG,12-05-2018,1202084,284419,148869
31148-Verizon-USAVZ,12-05-2018,15,29,11
33402-Radiomovil-MEXTL,12-05-2018,1376,1826,1461
33403-Mexico - Telefonica-MEXMS,12-05-2018,5,1,1
33405-Iusacell Mexico-MEXIU,12-05-2018,55,16,75
33805-Digicel Barbados Barbados-BRBDC,12-05-2018,102,42,215
33805-Digicel Mossel-JAMDC,12-05-2018,102,42,215
33818-C&W/Jamaica-JAMCW,12-05-2018,0,1,51
34001-Orange Caraïbe (FWI)-GLP01,12-05-2018,4352,322,171
34020-FWI Bouygues Telecom-FRAF4,12-05-2018,14,3,2
34260-C&W/Barbados-BRBCW,12-05-2018,1,0,2
34492-Antigua C&W-ATGCW,12-05-2018,53,7,15
34614-C&W/Cayman-CYMCW,12-05-2018,64,3,18
34817-Cable Wireless-VGBCW,12-05-2018,3,2,1
35000-Bermuda Digital-BMUBD,12-05-2018,7,1,8
35211-Grenada-GRDCW,12-05-2018,0,0,7
35486-Montserrat C & W-MSRCW,12-05-2018,0,0,2
35611-St Kitts - C & W-KNACW,12-05-2018,0,0,2
36584-Anguillia C&W-AIACW,12-05-2018,0,0,3
36611-Dominica - C & W-DMACW,12-05-2018,0,0,7
37001-Orange Dominican Republic-DOM01,12-05-2018,0,0,1
37413-Digicel Trinidad-TTODL,12-05-2018,18,2,9
37635-Turks & Calcos - C & W-TCACW,12-05-2018,0,0,6
40001-Azercell Telecom-AZEAC,12-05-2018,63,5,15
40101-Kar-tel -KAZKT,12-05-2018,0,0,6
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,12-05-2018,2994,1110,963
40403-Airtel Bharti [Himachal Pradesh]-INDBL,12-05-2018,16,4,13
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,12-05-2018,1456,557,91
40407-Idea Cellular [Andhra Pradesh] I-IND07,12-05-2018,36,123,24
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,12-05-2018,18712,5863,2840
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,12-05-2018,1345,257,299
40412-Escotel [Haryana] INDEH - 40412-INDEH,12-05-2018,111,82,26
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,12-05-2018,203,40,73
40419-Escotel [Kerala] INDEK - 40419-INDEK,12-05-2018,20,6,12
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,12-05-2018,7509,2084,1177
40422-Idea Cellular [Maharashtra] INDB-INDBO,12-05-2018,76,34,38
40424-Idea Cellular [Gujarat] INDBI - -INDBI,12-05-2018,8,15,30
40427-BPL Cellular [Maharashtra]-INDBM,12-05-2018,355,53,76
40430-Hutchison [Calcutta] INDCC - 404-INDCC,12-05-2018,611,172,100
40431-Airtel Bharti [Calcutta] INDMT --INDMT,12-05-2018,1720,384,669
40440-Airtel Bharti [Chennai] INDSC - -INDSC,12-05-2018,8265,2415,1273
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,12-05-2018,40,6,16
40445-Airtel Bharti [Karnataka] INDJB -INDJB,12-05-2018,16484,3413,2257
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,12-05-2018,82,25,24
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,12-05-2018,7031,3740,1672
40456-Escotel [UP West]-INDEU,12-05-2018,28,9,15
40470-Airtel India [Rajasthan] INDH1-INDH1,12-05-2018,798,1117,123
40490-Airtel Bharti [Maharashtra]-INDA2,12-05-2018,1287,409,2266
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,12-05-2018,10116,2271,10181
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,12-05-2018,373,245,108
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,12-05-2018,717,128,261
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,12-05-2018,360,240,175
40496-Airtel Bharti [Haryana]-INDA5,12-05-2018,1049,317,68
40497-Airtel Bharti [UP West] INDA6 - -INDA6,12-05-2018,203,26,94
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,12-05-2018,4987,422,330
40555-Bharti Airtel Jammu & Kashmir-IND13,12-05-2018,297,89,16
40556-Bharti Airtel Assam India-IND15,12-05-2018,81,8,4
40579-Idea Cellular Mumbai -INDIM,12-05-2018,12,5,8
41001-Mobilink-PAKMK,12-05-2018,0,0,17
41220-TDCA-AFGTD,12-05-2018,0,0,2
41301-Mobitel - Sri Lanka-LKA71,12-05-2018,166,29,33
41302-MTN Sri Lanka-LKADG,12-05-2018,5359,1609,467
41305-Bharti Airtel Lanka-LKAAT,12-05-2018,0,0,3
41501-FTML Lebanon-LBNFL,12-05-2018,2,0,1
41503-Libancell -LBNLC,12-05-2018,14,4,12
41677-Mobilecom -JORMC,12-05-2018,4,0,5
41820-Atheer - Iraq-IRQAT,12-05-2018,24,5,3
41903-Wataniya Telecom-KWTNM,12-05-2018,6249,1517,444
42001-Saudi Telephone Company-SAUAJ,12-05-2018,28895,9867,2337
42003-Etihad Etisalat - Saudi Arabia-SAUET,12-05-2018,72991,15734,2453
42202-GTO Oman-OMNGT,12-05-2018,158,21,46
42203-Oman Mobile - Oman-OMNNT,12-05-2018,84,15,25
42402-Etisalat-ARETC,12-05-2018,25549,5790,3524
42403-United Arab Emirates-AREDU,12-05-2018,5284,828,1168
42501-Partner Communication-ISR01,12-05-2018,48738,14596,35556
42502-Cellcom-ISRCL,12-05-2018,18099,6946,1213
42503-Pelephone, Israel-ISRPL,12-05-2018,497,131,219
42601-Bahrain Telecommunications-BHRBT,12-05-2018,86,34,24
42701-Qatar Telekom -QATQT,12-05-2018,80610,16756,7258
43211-Iran TeleCom Co-IRN11,12-05-2018,116,91,104
44010-NTT DoCoMo-JPNDO,12-05-2018,9501,2562,2407
44020-J-Phone-JPNJP,12-05-2018,460,137,205
44050-KDDI-JPNKD,12-05-2018,9744,934,346
44051-KDDI Japan-JPNKI,12-05-2018,3190,784,312
45005-SK Korea-KORSK,12-05-2018,6583,1371,2776
45006-LG U+ South Korea-KORLU,12-05-2018,6637,1445,1474
45008-KT Freetel 3G-KORKF,12-05-2018,4055,945,813
45400-Hong Kong CSL -HKGTC,12-05-2018,7184,1385,862
45403-Hutchison 3G (Hong Kong)-HKGH3,12-05-2018,83,54,61
45406-SmarTone Mobile Hong Kong-HKGSM,12-05-2018,26959,8205,1870
45412-Peoples Telephone Company -HKGPP,12-05-2018,2398,337,203
45419-Sunday 3G - Hong Kong-HKGM3,12-05-2018,610,131,130
45601-CamGSM-KHMGM,12-05-2018,1,0,5
46000-China Telecom-CHNCT,12-05-2018,80993,29693,7527
46001-China Unicom-CHNCU,12-05-2018,14413,6808,3437
46002-China Mobile - China-CHNCM,12-05-2018,11289,3703,1254
46007-China Mobile 3rd-CHNTD,12-05-2018,2275,518,481
46601-Far EasTone Telecommunications-TWNFE,12-05-2018,69,16,6
46692-Chungwa Telecom LDM-TWNLD,12-05-2018,2419,1114,251
46697-Taiwan Cellular Corp-TWNPC,12-05-2018,2592,1429,112
47001-GrameenPhone-BGDGP,12-05-2018,0,0,1
50212-Maxis-MYSBC,12-05-2018,0,0,19
50216-DiGi Telecommunications -MYSMT,12-05-2018,12920,3543,5111
50219-Celcom-MYSCC,12-05-2018,73,13,104
50501-Telstra -AUSTA,12-05-2018,109537,29520,32213
50502-Optus Communications-AUSOP,12-05-2018,23649,7953,14244
51001-PT Satelindo Palapa-IDNSL,12-05-2018,247,20,17
51010-PT Telkomsel-IDNTS,12-05-2018,3945,1238,409
51502-Globe Telecom -PHLGT,12-05-2018,30,4,12
52000-Thailand, True Move-THACT,12-05-2018,933,80,212
52003-AIS-THAWN,12-05-2018,214361,39492,10618
52004-Real Future Thailand-THACA,12-05-2018,172,43,26
52005-Thailand DTAC-THADT,12-05-2018,1396,581,182
52018-Total Access Communications-THAWP,12-05-2018,0,0,2
52501-Singtel GSM 900-SGPST,12-05-2018,27377,7576,3073
52505-StarHub-SGPSH,12-05-2018,3808,1696,417
53001-Vodafone New Zealand-NZLBS,12-05-2018,565,180,321
53005-Telecom-NZLTM,12-05-2018,14666,3602,3574
53024-NZ Communications-NZLNH,12-05-2018,735,211,400
60201-Mobilnil-EGYAR,12-05-2018,3408,2199,1360
60203-Etisalat - Egypt-EGYEM,12-05-2018,414,78,28
60400-Medi Telecom-MARMT,12-05-2018,872,94,361
60401-IAM-MARM1,12-05-2018,383,57,73
60402-Wana Morocco-MARM3,12-05-2018,0,0,3
60502-Tunisie Telecom-TUNTT,12-05-2018,7,5,11
60801-Sonatel-SENAZ,12-05-2018,0,0,1
61002-Ikatel Sa-MLI02,12-05-2018,0,0,4
61203-Orange Cote d'Ivoire-CIV03,12-05-2018,0,0,1
61701-Cellplus Mobile Communications-MUSCP,12-05-2018,13,1,13
61901-Celtel (SL) Limited-SLECT,12-05-2018,17,2,47
62001-Scancom -GHASC,12-05-2018,433,84,269
62006-Airtel Ghana-GHAZN,12-05-2018,0,4,90
62130-MTN-NGAMN,12-05-2018,1629,826,4067
62150-Globacom - Nigeria-NGAGM,12-05-2018,165,19,129
62160-Etisalat Nigeria-NGAEM,12-05-2018,355,100,6804
62402-Orange Cameroon-CMR02,12-05-2018,4,1,3
62803-Celtel Gabon-GABCT,12-05-2018,9,2,6
63102-Unitel-AGOUT,12-05-2018,6,3,24
63510-Rwandacell - Rwanda-RWAMN,12-05-2018,4,3,113
63902-Safaricom -KENSA,12-05-2018,74,31,232
64005-Celtel Tanzania-TZACT,12-05-2018,0,5,73
64101-Celtel Uganda-UGACE,12-05-2018,0,1,195
64110-MTN-UGAMN,12-05-2018,3,0,2
64111-Uganda Telecom-UGATL,12-05-2018,2,1,2
64304-Vodacom-MOZVC,12-05-2018,0,0,1
64804-Econet-ZWEET,12-05-2018,2,7,55
65501-Vodacom South Africa-ZAFVC,12-05-2018,33,1,5
65507-Cell C-ZAFCC,12-05-2018,17,4,3
65510-MTN South Africa-ZAFMN,12-05-2018,503,351,3530
71030-Telefonica Nicaragua-NICMS,12-05-2018,0,0,1
71402-Telefonica Moviles-PANMS,12-05-2018,0,0,1
71404-Digicel Panama-PANDC,12-05-2018,0,0,2
72207-Argentina Telefonica-ARGTM,12-05-2018,203,54,72
72234-Personal Telecom-ARGTP,12-05-2018,920,321,482
72402-TIM Region 2 Rio Norte-BRARN,12-05-2018,458,186,550
72403-TIM Region 3 Sau Paulo-BRASP,12-05-2018,257,139,453
72404-TIM Region 1 Cellular Centro-BRACS,12-05-2018,119,45,665
72406-Vivo 2-BRAV2,12-05-2018,22,19,34
72410-Vivo 1-BRAV1,12-05-2018,133,273,110
72411-Vivo 3-BRAV3,12-05-2018,232,367,74
72423-Telemig - Brazil-BRATC,12-05-2018,58,10,14
72431-TNL (Oi)-BRATM,12-05-2018,16,5,4
73001-Entel Telefonia Movil -CHLMV,12-05-2018,161,34,55
73212-Telefonica Moviles-COLTM,12-05-2018,155,28,30
73602-Entel Bolivia -BOLME,12-05-2018,0,0,2
73801-Digicel Guyana-GUYUM,12-05-2018,0,0,38
74000-Otecel-ECUOT,12-05-2018,0,0,3
74801-Antel-URYAN,12-05-2018,89,15,18
74807-Telefonica Moviles-URYTM,12-05-2018,1,0,2
90131-Orange France-AAZOR,12-05-2018,4,5,28
90137-Transatel-AAZTR,12-05-2018,543,731,145
90140-Telekom Deutschland Global SIM-AAZTD,12-05-2018,10,28,9
20201-Cosmote Mobile Telecom-GRCCO,13-05-2018,162209,34506,21891
20205-Vodafone Greece-GRCPF,13-05-2018,998,228,261
20210-Stet Hellas Telecommunications-GRCSH,13-05-2018,33370,5819,3157
20404-Vodafone Netherlands-NLDLT,13-05-2018,13867,8487,647061
20408-KPN Tel Netherlands -NLDPT,13-05-2018,1257749,182796,710336
20412-Telfort-NLDTM,13-05-2018,7095,1376,1363
20416-T-Mobile Netherlands-NLDPN,13-05-2018,1122837,178720,61735
20420-Orange Netherlands-NLDDT,13-05-2018,9,22,11
20601-Belgacom Mobile -BELTB,13-05-2018,53178,10896,10219
20610-Mobistar-BELMO,13-05-2018,288980,55057,73862
20620-Base-BELKO,13-05-2018,14816,2905,2480
20801-Orange France-FRAF1,13-05-2018,4503706,578667,473044
20810-SFR France-FRAF2,13-05-2018,0,0,32
20815-Free Mobile -FRAF5,13-05-2018,2,0,5
20815-France Free Mobile-FRAFM,13-05-2018,2,0,5
20820-Bouygues Telecom-FRAF3,13-05-2018,1130888,145063,85754
21401-Vodafone Espaqa-ESPAT,13-05-2018,26070,3426,4411
21403-Amena-ESPRT,13-05-2018,1881503,283323,143948
21404-Xfera Moviles-ESPXF,13-05-2018,458211,62723,21497
21407-Telefonica Moviles-ESPTE,13-05-2018,79249,14144,87432
21421-Jazztel Spain -ESPJZ,13-05-2018,18307,2596,2374
21601-Pannon GSM-HUNH1,13-05-2018,95319,15333,7861
21630-Westel 900 GSM-HUNH2,13-05-2018,252648,44419,18958
21670-Vodafone Hungary-HUNVR,13-05-2018,451,53,133
21805-MOBIS-BIHMS,13-05-2018,74,23,8
21901-HT Mobile-HRVCN,13-05-2018,86299,11333,5147
21910-VIP Net GSM -HRVVI,13-05-2018,191,28,54
22001-Mobtel-YUGMT,13-05-2018,12,5,8
22003-Telekom Srbija-YUGTS,13-05-2018,111,26,26
22201-TIM Italy -ITASI,13-05-2018,765462,104372,69749
22210-Vodafone Omnitel-ITAOM,13-05-2018,22487,4263,4885
22288-Wind Italy-ITAWI,13-05-2018,736778,100085,77968
22299-Hutchinson 3G - Italy-ITAH3,13-05-2018,26388,4948,5139
22601-Mobifon -ROMMF,13-05-2018,12753,1395,1620
22603-Cosmorom-ROMCS,13-05-2018,213001,39841,13548
22610-Orange Romania-ROMMR,13-05-2018,774369,144856,47637
22801-Swisscom-CHEC1,13-05-2018,266809,61975,30135
22802-sunrise-CHEDX,13-05-2018,43641,8287,8536
22803-Orange Switzerland-CHEOR,13-05-2018,80779,21850,8756
23001-T-Mobile Czech-CZERM,13-05-2018,272531,41577,16739
23002-Eurotel Praha -CZEET,13-05-2018,1657,678,345
23003-Cesky Mobil -CZECM,13-05-2018,10107,1455,847
23101-Orange Slovakia-SVKGT,13-05-2018,77615,14364,6558
23102-Eurotel Bratislava-SVKET,13-05-2018,64228,11232,5708
23106-Telefonica o2-SVKO2,13-05-2018,406,85,215
23201-Mobilkom Austria-AUTPT,13-05-2018,815,133,3329
23203-T-Mobile Austria-AUTMM,13-05-2018,170590,37781,570864
23205-Connect -AUTCA,13-05-2018,3955,824,873
23207-Tele Ring Telekom -AUTTR,13-05-2018,54614,10659,6610
23401-MCOM UK-GBRYC,13-05-2018,6082769,555798,149055
23403-Airtel-GBRAJ,13-05-2018,383,239,116
23418-Cloud 9-GBRC9,13-05-2018,49,2,33
23450-Jersey Telecoms -GBRJT,13-05-2018,9634,11968,215196
23455-Guernsey Telecom-GBRGT,13-05-2018,1291,447,2089
23458-Manx Telecom-GBRMT,13-05-2018,14053,5146,199172
23801-Tele Danmark Mobil-DNKTD,13-05-2018,609680,98710,26771
23802-Sonofon -DNKDM,13-05-2018,263359,45709,213982
23806-Hi3G - Denmark-DNKHU,13-05-2018,564,63,159
23820-Telia Mobile (Denmark)-DNKIA,13-05-2018,353395,52542,15986
24001-Telia Mobitel (Sweden)-SWETR,13-05-2018,1055540,155680,60765
24002-HI 3G-SWEHU,13-05-2018,625,83,136
24007-Tele2 AB-SWEIQ,13-05-2018,589610,80151,102560
24008-Vodafone Sweden-SWEEP,13-05-2018,276993,35831,305206
24042-Sweden Telenor-SWECN,13-05-2018,41,77,85091
24201-Telenor Mobil -NORTM,13-05-2018,1318833,229286,129097
24202-NetCom-NORNC,13-05-2018,556558,115663,56621
24205-Telia Norge Norway-NORNN,13-05-2018,114475,21103,24853
24405-Radiolinja Finland-FINRL,13-05-2018,3937,1039,598
24412-Finnish 2G-FIN2G,13-05-2018,15057,1905,15994
24421-Elisa (2nd code)-FINES,13-05-2018,422,186,60
24491-Sonera Corporation-FINTF,13-05-2018,312723,49242,14429
24601-Omnitel Lithuania-LTUOM,13-05-2018,87834,13786,7601
24602-Bite GSM-LTUMT,13-05-2018,102,26,31
24603-Tele2-LTU03,13-05-2018,113619,20646,15066
24701-Latvian Mobile Telephone-LVALM,13-05-2018,106855,15477,6782
24702-Baltcom GSM -LVABC,13-05-2018,64610,7918,6444
24801-Estonian Mob Tel-ESTEM,13-05-2018,53407,8965,3773
24802-Radiolinja Estonia-ESTRE,13-05-2018,1081,204,162
24803-Estonia Ritabell (Tele2)-ESTRB,13-05-2018,23490,2518,17822
25001-MTS-RUS01,13-05-2018,13700,3153,1636
25002-MegaFon -RUSNW,13-05-2018,3084,1787,581
25099-VimpelCom-RUSBD,13-05-2018,16156,6106,11428
25501-Ukraine Mobile Communications-UKRUM,13-05-2018,146,49,31
25503-Kyvistar GSM-UKRKS,13-05-2018,9402,2989,4212
25506-Astelit LLC-UKRAS,13-05-2018,4127,944,591
25901-Voxtel-MDAVX,13-05-2018,74,37,23
26001-Polkomtel -POLKM,13-05-2018,306400,38145,19410
26002-Era -POL02,13-05-2018,507847,68445,36535
26003-PTK Centeltel -POL03,13-05-2018,807608,112597,78054
26006-P4 - 3G Poland-POLP4,13-05-2018,10,6,1696
26201-T-Mobile Germany-DEUD1,13-05-2018,1497300,318473,777132
26202-Vodafone Germany-DEUD2,13-05-2018,7105,1326,3959
26203-Eplus -DEUE1,13-05-2018,14272,4418,7287
26207-O2 Germany-DEUE2,13-05-2018,55338,11752,14369
26601-Gibtel Telecommunications -GIBGT,13-05-2018,5903,1876,443
26801-Vodafone Portugal-PRTTL,13-05-2018,4622,769,778
26803-Optimus -PRTOP,13-05-2018,174917,34486,10231
26806-TMN-PRTTM,13-05-2018,121307,18219,11523
27001-Luxembourg P&T-LUXPT,13-05-2018,89665,14564,46267
27077-Tango -LUXTG,13-05-2018,4966,1108,600
27099-VOX Mobile - Luxembourg-LUXVM,13-05-2018,25440,3989,3838
27201-Vodafone Ireland-IRLEC,13-05-2018,4230,1486,29938
27202-O2 Ireland-IRLDF,13-05-2018,13227,3015,117954
27203-Meteor-IRLME,13-05-2018,1015601,135452,51020
27401-Landssimi Islands -ISLPS,13-05-2018,3663,484,397
27402-TAL -ISLTL,13-05-2018,7211,1193,957
27411-Nova Iceland-ISLK9,13-05-2018,17062,2767,1467
27411-Nova Efh-ISLNO,13-05-2018,17062,2767,1467
27601-AMC (Albanian Mobile) -ALBAM,13-05-2018,61,16,173
27801-Vodafone Malta-MLTTL,13-05-2018,472,73,463
27821-Go Mobile -MLTGO,13-05-2018,7287,1486,1368
28001-Cyprus Telecommunications Author-CYPCT,13-05-2018,438,79,141
28010-Scancom (Cyprus)-CYPSC,13-05-2018,23426,3994,2251
28020-CYPRUS Primtel-CYPPT,13-05-2018,19,15,8
28310-Orange-ARMOR,13-05-2018,12,6,25
28401-MobiTel AD Bulgaria-BGR01,13-05-2018,3646,334,382
28403-Bulgarian Telecom -  Bulgaria-BGRVA,13-05-2018,40663,6096,3352
28405-Globul - Cosmo Bulgaria -BGRCM,13-05-2018,331924,46889,21039
28601-Turkcell-TURTC,13-05-2018,213154,38430,11557
28603-IS TIM-TURIS,13-05-2018,12281,3773,1452
29001-Tele Greenland -GRLTG,13-05-2018,6,3,9
29340-SI-Mobil-SVNSM,13-05-2018,4067,306,224
29341-Mobitel Slovenia-SVNMT,13-05-2018,25549,3863,880
29364-T-2 d.o.o. Slovenia-SVNFT,13-05-2018,770,69,85
29401-Makedonski Telekomunikacii-MKDMM,13-05-2018,0,0,9
29502-VIAG Europlatform-LIEK9,13-05-2018,188,16,7
29502-VIAG Europlatform-LIEVE,13-05-2018,188,16,7
29505-Mobilkom-LIEMK,13-05-2018,1535,1272,2309
29701-Telenor Montenegro-MNEPM,13-05-2018,0,0,1
29702-T-Mobile Montenegro-MNETM,13-05-2018,52,44,36
30222-Telus Canada-CANTS,13-05-2018,54004,15517,9161
30237-Microcell (Fido)-CANMC,13-05-2018,4513,1099,1743
30261-Bell Mobility-CANBM,13-05-2018,43199,12724,7689
30272-Rogers Wireless -CANRW,13-05-2018,28178,5783,8135
31017-Cingular (Pacific Bell Services)-USAPB,13-05-2018,1316,1358,11044
31026-T-Mobile- USAW6-USAW6,13-05-2018,704553,316991,173993
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,13-05-2018,0,0,1
31038-AT&T Wireless-USAAT,13-05-2018,0,0,1
31041-Cingular (Genesis)-USACG,13-05-2018,1281842,325432,151518
31148-Verizon-USAVZ,13-05-2018,0,0,2
33402-Radiomovil-MEXTL,13-05-2018,1430,562,2399
33403-Mexico - Telefonica-MEXMS,13-05-2018,6,1,3
33405-Iusacell Mexico-MEXIU,13-05-2018,33,37,43
33805-Digicel Barbados Barbados-BRBDC,13-05-2018,140,30,202
33805-Digicel Mossel-JAMDC,13-05-2018,140,30,202
33818-C&W/Jamaica-JAMCW,13-05-2018,0,0,20
34001-Orange Caraïbe (FWI)-GLP01,13-05-2018,1416,430,132
34020-FWI Bouygues Telecom-FRAF4,13-05-2018,79,6,14
34492-Antigua C&W-ATGCW,13-05-2018,19,2,11
34614-C&W/Cayman-CYMCW,13-05-2018,24,3,30
35000-Bermuda Digital-BMUBD,13-05-2018,15,1,12
35211-Grenada-GRDCW,13-05-2018,0,0,4
35486-Montserrat C & W-MSRCW,13-05-2018,0,0,2
35611-St Kitts - C & W-KNACW,13-05-2018,0,0,2
36584-Anguillia C&W-AIACW,13-05-2018,0,0,23
36611-Dominica - C & W-DMACW,13-05-2018,0,0,3
37001-Orange Dominican Republic-DOM01,13-05-2018,5,1,3
37635-Turks & Calcos - C & W-TCACW,13-05-2018,0,0,5
40001-Azercell Telecom-AZEAC,13-05-2018,24,3,12
40101-Kar-tel -KAZKT,13-05-2018,27,8,13
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,13-05-2018,2950,1095,1083
40403-Airtel Bharti [Himachal Pradesh]-INDBL,13-05-2018,7,2,40
40404-Idea Cellular Delhi-INDID,13-05-2018,11,2,3
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,13-05-2018,1088,161,70
40407-Idea Cellular [Andhra Pradesh] I-IND07,13-05-2018,47,62,34
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,13-05-2018,19829,7150,2754
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,13-05-2018,1872,802,270
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,13-05-2018,1,4,62
40419-Escotel [Kerala] INDEK - 40419-INDEK,13-05-2018,30,35,33
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,13-05-2018,9480,3512,969
40422-Idea Cellular [Maharashtra] INDB-INDBO,13-05-2018,111,26,72
40424-Idea Cellular [Gujarat] INDBI - -INDBI,13-05-2018,24,23,21
40427-BPL Cellular [Maharashtra]-INDBM,13-05-2018,1088,82,83
40430-Hutchison [Calcutta] INDCC - 404-INDCC,13-05-2018,230,59,49
40431-Airtel Bharti [Calcutta] INDMT --INDMT,13-05-2018,2639,785,843
40440-Airtel Bharti [Chennai] INDSC - -INDSC,13-05-2018,7196,3946,1319
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,13-05-2018,0,0,1
40445-Airtel Bharti [Karnataka] INDJB -INDJB,13-05-2018,17804,4088,2447
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,13-05-2018,22,5,9
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,13-05-2018,7367,8176,1957
40456-Escotel [UP West]-INDEU,13-05-2018,46,22,37
40470-Airtel India [Rajasthan] INDH1-INDH1,13-05-2018,362,97,111
40490-Airtel Bharti [Maharashtra]-INDA2,13-05-2018,1338,479,2529
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,13-05-2018,13351,3198,10167
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,13-05-2018,505,75,118
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,13-05-2018,2719,226,276
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,13-05-2018,375,101,248
40496-Airtel Bharti [Haryana]-INDA5,13-05-2018,196,151,41
40497-Airtel Bharti [UP West] INDA6 - -INDA6,13-05-2018,258,54,98
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,13-05-2018,699,482,339
40556-Bharti Airtel Assam India-IND15,13-05-2018,199,156,18
40579-Idea Cellular Mumbai -INDIM,13-05-2018,84,16,20
41001-Mobilink-PAKMK,13-05-2018,16,4,5
41301-Mobitel - Sri Lanka-LKA71,13-05-2018,344,71,29
41302-MTN Sri Lanka-LKADG,13-05-2018,1924,1577,628
41305-Bharti Airtel Lanka-LKAAT,13-05-2018,0,0,3
41501-FTML Lebanon-LBNFL,13-05-2018,12,2,5
41503-Libancell -LBNLC,13-05-2018,4,1,6
41601-MTS Fastlink-JORFL,13-05-2018,0,0,3
41677-Mobilecom -JORMC,13-05-2018,21,3,10
41805-Asiacell - Iraq-IRQAC,13-05-2018,0,0,1
41903-Wataniya Telecom-KWTNM,13-05-2018,6325,1197,415
41904-Viva Kuwait -KWTKT,13-05-2018,83,36,8
42001-Saudi Telephone Company-SAUAJ,13-05-2018,24939,7759,2076
42003-Etihad Etisalat - Saudi Arabia-SAUET,13-05-2018,67241,14215,2223
42202-GTO Oman-OMNGT,13-05-2018,123,39,45
42203-Oman Mobile - Oman-OMNNT,13-05-2018,372,64,40
42402-Etisalat-ARETC,13-05-2018,20132,5428,3242
42403-United Arab Emirates-AREDU,13-05-2018,3736,954,1065
42501-Partner Communication-ISR01,13-05-2018,50934,15670,31232
42502-Cellcom-ISRCL,13-05-2018,16601,8331,1499
42503-Pelephone, Israel-ISRPL,13-05-2018,342,255,152
42601-Bahrain Telecommunications-BHRBT,13-05-2018,405,211,1503
42701-Qatar Telekom -QATQT,13-05-2018,76385,14871,5542
43211-Iran TeleCom Co-IRN11,13-05-2018,202,61,116
44000-e Mobile LTD-JPNEM,13-05-2018,24,5,1
44010-NTT DoCoMo-JPNDO,13-05-2018,15326,2079,2716
