imsi_prefix,date,Incoming data,Records count 
27602-Vodafone Albania-ALBVF,20-05-2018,0,5                                     
27801-Vodafone Malta-MLTTL,20-05-2018,2875,1007                                 
27821-Go Mobile -MLTGO,20-05-2018,13926,1714                                    
28001-Cyprus Telecommunications Author-CYPCT,20-05-2018,407,159                 
28010-Scancom (Cyprus)-CYPSC,20-05-2018,21976,2358                              
28020-CYPRUS Primtel-CYPPT,20-05-2018,120,101                                   
28310-Orange-ARMOR,20-05-2018,90,25                                             
28401-MobiTel AD Bulgaria-BGR01,20-05-2018,1847,348                             
28403-Bulgarian Telecom -  Bulgaria-BGRVA,20-05-2018,50366,3766                 
28405-Globul - Cosmo Bulgaria -BGRCM,20-05-2018,400251,21473                    
28601-Turkcell-TURTC,20-05-2018,185034,7779                                     
28603-IS TIM-TURIS,20-05-2018,15626,800                                         
28604-Aycell - Turkey-TURAC,20-05-2018,0,2                                      
29340-SI-Mobil-SVNSM,20-05-2018,4780,272                                        
29341-Mobitel Slovenia-SVNMT,20-05-2018,22092,777                               
29364-T-2 d.o.o. Slovenia-SVNFT,20-05-2018,308,32                               
29401-Makedonski Telekomunikacii-MKDMM,20-05-2018,121,22                        
29502-VIAG Europlatform-LIEK9,20-05-2018,346,16                                 
29502-VIAG Europlatform-LIEVE,20-05-2018,346,16                                 
29505-Mobilkom-LIEMK,20-05-2018,3308,2417                                       
29702-T-Mobile Montenegro-MNETM,20-05-2018,1565,134                             
30222-Telus Canada-CANTS,20-05-2018,104917,11495                                
30237-Microcell (Fido)-CANMC,20-05-2018,4030,1762                               
30261-Bell Mobility-CANBM,20-05-2018,76577,9815                                 
30272-Rogers Wireless -CANRW,20-05-2018,46260,8874                              
31017-Cingular (Pacific Bell Services)-USAPB,20-05-2018,5310,12756              
31026-T-Mobile- USAW6-USAW6,20-05-2018,1091727,193687                           
31041-Cingular (Genesis)-USACG,20-05-2018,1692836,187815                        
33402-Radiomovil-MEXTL,20-05-2018,3248,1436                                     
33403-Mexico - Telefonica-MEXMS,20-05-2018,2,4                                  
33405-Iusacell Mexico-MEXIU,20-05-2018,174,71                                   
33805-Digicel Barbados Barbados-BRBDC,20-05-2018,141,299                        
33805-Digicel Mossel-JAMDC,20-05-2018,141,299                                   
33818-C&W/Jamaica-JAMCW,20-05-2018,1,61                                         
34001-Orange Caraïbe (FWI)-GLP01,20-05-2018,2930,117                            
34020-FWI Bouygues Telecom-FRAF4,20-05-2018,419,7                               
34260-C&W/Barbados-BRBCW,20-05-2018,0,1                                         
34492-Antigua C&W-ATGCW,20-05-2018,0,2                                          
34614-C&W/Cayman-CYMCW,20-05-2018,15,51                                         
35000-Bermuda Digital-BMUBD,20-05-2018,5,5                                      
35211-Grenada-GRDCW,20-05-2018,0,6                                              
35486-Montserrat C & W-MSRCW,20-05-2018,0,1                                     
36439-BTC-BHSBH,20-05-2018,5,11                                                 
36584-Anguillia C&W-AIACW,20-05-2018,0,15                                       
36611-Dominica - C & W-DMACW,20-05-2018,5,2                                     
37001-Orange Dominican Republic-DOM01,20-05-2018,0,1                            
37413-Digicel Trinidad-TTODL,20-05-2018,0,7                                     
37635-Turks & Calcos - C & W-TCACW,20-05-2018,0,3                               
40001-Azercell Telecom-AZEAC,20-05-2018,7,9                                     
40002-Bakcell -AZEBC,20-05-2018,3,6                                             
40101-Kar-tel -KAZKT,20-05-2018,23,15                                           
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,20-05-2018,2202,770                
40403-Airtel Bharti [Himachal Pradesh]-INDBL,20-05-2018,618,28                  
40404-Idea Cellular Delhi-INDID,20-05-2018,20,10                                
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,20-05-2018,2102,210                
40407-Idea Cellular [Andhra Pradesh] I-IND07,20-05-2018,241,23                  
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,20-05-2018,37786,4435              
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,20-05-2018,2093,428                
40412-Escotel [Haryana] INDEH - 40412-INDEH,20-05-2018,157,4                    
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,20-05-2018,92,33                   
40419-Escotel [Kerala] INDEK - 40419-INDEK,20-05-2018,57,11                     
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,20-05-2018,7407,1356               
40422-Idea Cellular [Maharashtra] INDB-INDBO,20-05-2018,481,77                  
40424-Idea Cellular [Gujarat] INDBI - -INDBI,20-05-2018,212,25                  
40427-BPL Cellular [Maharashtra]-INDBM,20-05-2018,543,91                        
40430-Hutchison [Calcutta] INDCC - 404-INDCC,20-05-2018,263,79                  
40431-Airtel Bharti [Calcutta] INDMT --INDMT,20-05-2018,2062,1320               
40440-Airtel Bharti [Chennai] INDSC - -INDSC,20-05-2018,12444,1605              
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,20-05-2018,625,24                  
40444-Spice Telekom [Karnataka] INDSK -INDSK,20-05-2018,250,20                  
40445-Airtel Bharti [Karnataka] INDJB -INDJB,20-05-2018,22102,2680              
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,20-05-2018,75,12                   
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,20-05-2018,7614,1667               
40470-Airtel India [Rajasthan] INDH1-INDH1,20-05-2018,2329,202                  
40490-Airtel Bharti [Maharashtra]-INDA2,20-05-2018,2720,3001                    
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,20-05-2018,17568,12040             
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,20-05-2018,1554,378                
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,20-05-2018,1453,543                 
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,20-05-2018,452,99                  
40496-Airtel Bharti [Haryana]-INDA5,20-05-2018,299,103                          
40497-Airtel Bharti [UP West] INDA6 - -INDA6,20-05-2018,1264,81                 
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,20-05-2018,468,270                  
40579-Idea Cellular Mumbai -INDIM,20-05-2018,22,3                               
41001-Mobilink-PAKMK,20-05-2018,13,11                                           
41003-Ufone Pakistan-PAKUF,20-05-2018,1,2                                       
41220-TDCA-AFGTD,20-05-2018,0,5                                                 
41301-Mobitel - Sri Lanka-LKA71,20-05-2018,58,20                                
41302-MTN Sri Lanka-LKADG,20-05-2018,4992,8701                                  
41305-Bharti Airtel Lanka-LKAAT,20-05-2018,2,102                                
41501-FTML Lebanon-LBNFL,20-05-2018,40,23                                       
41503-Libancell -LBNLC,20-05-2018,3,1                                           
41601-MTS Fastlink-JORFL,20-05-2018,2,3                                         
41677-Mobilecom -JORMC,20-05-2018,0,1                                           
41805-Asiacell - Iraq-IRQAC,20-05-2018,1,8                                      
41840-Korek Telecom LTD - Iraq-IRQKK,20-05-2018,0,3                             
41903-Wataniya Telecom-KWTNM,20-05-2018,3714,183                                
42001-Saudi Telephone Company-SAUAJ,20-05-2018,10105,1185                       
42003-Etihad Etisalat - Saudi Arabia-SAUET,20-05-2018,36377,1196                
42202-GTO Oman-OMNGT,20-05-2018,85,33                                           
42203-Oman Mobile - Oman-OMNNT,20-05-2018,18,7                                  
42402-Etisalat-ARETC,20-05-2018,26185,2979                                      
42403-United Arab Emirates-AREDU,20-05-2018,6220,2883                           
42501-Partner Communication-ISR01,20-05-2018,80792,36458                        
42502-Cellcom-ISRCL,20-05-2018,33434,1512                                       
42503-Pelephone, Israel-ISRPL,20-05-2018,610,181                                
42601-Bahrain Telecommunications-BHRBT,20-05-2018,186,36                        
42701-Qatar Telekom -QATQT,20-05-2018,40425,3240                                
43211-Iran TeleCom Co-IRN11,20-05-2018,340,122                                  
44010-NTT DoCoMo-JPNDO,20-05-2018,17184,3050                                    
44020-J-Phone-JPNJP,20-05-2018,2931,309                                         
44050-KDDI-JPNKD,20-05-2018,9937,504                                            
44051-KDDI Japan-JPNKI,20-05-2018,3254,318                                      
45005-SK Korea-KORSK,20-05-2018,12348,2853                                      
45006-LG U+ South Korea-KORLU,20-05-2018,11898,844                              
45008-KT Freetel 3G-KORKF,20-05-2018,5379,777                                   
45202-GPC Vietnam-VNMVI,20-05-2018,1,16                                         
45400-Hong Kong CSL -HKGTC,20-05-2018,13376,881                                 
45403-Hutchison 3G (Hong Kong)-HKGH3,20-05-2018,4210,392                        
45406-SmarTone Mobile Hong Kong-HKGSM,20-05-2018,40668,2971                     
45412-Peoples Telephone Company -HKGPP,20-05-2018,1388,169                      
45419-Sunday 3G - Hong Kong-HKGM3,20-05-2018,5462,239                           
45601-CamGSM-KHMGM,20-05-2018,53,2                                              
46000-China Telecom-CHNCT,20-05-2018,140084,9281                                
46001-China Unicom-CHNCU,20-05-2018,30242,9836                                  
46002-China Mobile - China-CHNCM,20-05-2018,17299,1439                          
46007-China Mobile 3rd-CHNTD,20-05-2018,1866,541                                
46601-Far EasTone Telecommunications-TWNFE,20-05-2018,167,5                     
46692-Chungwa Telecom LDM-TWNLD,20-05-2018,9524,541                             
46697-Taiwan Cellular Corp-TWNPC,20-05-2018,1875,64                             
47001-GrameenPhone-BGDGP,20-05-2018,13,3                                        
50216-DiGi Telecommunications -MYSMT,20-05-2018,11667,5339                      
50219-Celcom-MYSCC,20-05-2018,25,10                                             
50501-Telstra -AUSTA,20-05-2018,180652,34673                                    
50502-Optus Communications-AUSOP,20-05-2018,41685,15969                         
51001-PT Satelindo Palapa-IDNSL,20-05-2018,424,22                               
51010-PT Telkomsel-IDNTS,20-05-2018,2970,297                                    
51502-Globe Telecom -PHLGT,20-05-2018,485,40                                    
52000-Thailand, True Move-THACT,20-05-2018,125,225                              
52003-AIS-THAWN,20-05-2018,191764,8875                                          
52004-Real Future Thailand-THACA,20-05-2018,0,1                                 
52005-Thailand DTAC-THADT,20-05-2018,3565,221                                   
